filename	token	col1	col2	col3	col4	col5	col6	col7	col8	gold_label
2014_VKo_27_2.ann	harm									c
2014_VKo_27_2.ann	the									c
2014_VKo_27_2.ann	society									c
2014_VKo_27_2.ann	or									c
2014_VKo_27_2.ann	distabelise	Spelling	destabilise							i
2014_VKo_27_2.ann	it									c
2014_VKo_27_2.ann	.									c

2014_EZa_35_1.ann	Peoples	Noun_number	People							i
2014_EZa_35_1.ann	go									c
2014_EZa_35_1.ann	to									c
2014_EZa_35_1.ann	home									c
2014_EZa_35_1.ann	and									c
2014_EZa_35_1.ann	start									c
2014_EZa_35_1.ann	using									c
2014_EZa_35_1.ann	TV									c
2014_EZa_35_1.ann	,									c
2014_EZa_35_1.ann	radio									c
2014_EZa_35_1.ann	and									c
2014_EZa_35_1.ann	lighting									c
2014_EZa_35_1.ann	.									c

2014_DAr_18_1.ann	Predictions	Articles	the							i
2014_DAr_18_1.ann	say									c
2014_DAr_18_1.ann	,									c
2014_DAr_18_1.ann	that									c
2014_DAr_18_1.ann	,									c
2014_DAr_18_1.ann	by									c
2014_DAr_18_1.ann	the									c
2014_DAr_18_1.ann	year									c
2014_DAr_18_1.ann	2050									c
2014_DAr_18_1.ann	,									c
2014_DAr_18_1.ann	Yemen									c
2014_DAr_18_1.ann	will									c
2014_DAr_18_1.ann	go									c
2014_DAr_18_1.ann	through									c
2014_DAr_18_1.ann	a	Articles								c
2014_DAr_18_1.ann	slight									c
2014_DAr_18_1.ann	fluctuations									c
2014_DAr_18_1.ann	in									c
2014_DAr_18_1.ann	number	Articles	the							i
2014_DAr_18_1.ann	of									c
2014_DAr_18_1.ann	people									c
2014_DAr_18_1.ann	in									c
2014_DAr_18_1.ann	generations									c
2014_DAr_18_1.ann	.									c

2014_ADe_7_1.ann	To									c
2014_ADe_7_1.ann	sum									c
2014_ADe_7_1.ann	up									c
2014_ADe_7_1.ann	,									c
2014_ADe_7_1.ann	we									c
2014_ADe_7_1.ann	can									c
2014_ADe_7_1.ann	see									c
2014_ADe_7_1.ann	astonishing									c
2014_ADe_7_1.ann	changes									c
2014_ADe_7_1.ann	in									c
2014_ADe_7_1.ann	technology									c
2014_ADe_7_1.ann	sector									c
2014_ADe_7_1.ann	,									c
2014_ADe_7_1.ann	which	Relative_clause	where	Conjunctions	where					i
2014_ADe_7_1.ann	grow	Absence_comp_sent	the number of employees had grown up from 1998 to 2006	Coherence	the number of employees had grown up from 1998 to 2006					c
2014_ADe_7_1.ann	up	Absence_comp_sent	the number of employees had grown up from 1998 to 2006	Coherence	the number of employees had grown up from 1998 to 2006					i
2014_ADe_7_1.ann	in	Prepositions	to							c
2014_ADe_7_1.ann	20	Comparative_constr	20 times as many							c
2014_ADe_7_1.ann	times	Comparative_constr	20 times as many							i
2014_ADe_7_1.ann	.									i

2014_EPa_67_1.ann	The									c
2014_EPa_67_1.ann	graphs									c
2014_EPa_67_1.ann	compare									c
2014_EPa_67_1.ann	information	Articles	the information							i
2014_EPa_67_1.ann	about									c
2014_EPa_67_1.ann	ages	Articles	the ages							i
2014_EPa_67_1.ann	of									c
2014_EPa_67_1.ann	the									c
2014_EPa_67_1.ann	populations									c
2014_EPa_67_1.ann	of									c
2014_EPa_67_1.ann	two									c
2014_EPa_67_1.ann	countries									c
2014_EPa_67_1.ann	from	Prepositions	in							i
2014_EPa_67_1.ann	2000									c
2014_EPa_67_1.ann	to	Conjunctions	and							i
2014_EPa_67_1.ann	projections	Articles	the projections							c
2014_EPa_67_1.ann	for									c
2014_EPa_67_1.ann	2050									c
2014_EPa_67_1.ann	.									c

2014_EPa_67_1.ann	We									c
2014_EPa_67_1.ann	can									c
2014_EPa_67_1.ann	see									c
2014_EPa_67_1.ann	that									c
2014_EPa_67_1.ann	the									c
2014_EPa_67_1.ann	biggest									c
2014_EPa_67_1.ann	part									c
2014_EPa_67_1.ann	of									c
2014_EPa_67_1.ann	population	Articles	the population							i
2014_EPa_67_1.ann	is									c
2014_EPa_67_1.ann	midle	Spelling	middle-aged							i
2014_EPa_67_1.ann	age	Spelling	middle-aged							i
2014_EPa_67_1.ann	people									c
2014_EPa_67_1.ann	.									c

2014_ASt_5_1.ann	The									c
2014_ASt_5_1.ann	chart									c
2014_ASt_5_1.ann	illustrates									c
2014_ASt_5_1.ann	the									c
2014_ASt_5_1.ann	variation									c
2014_ASt_5_1.ann	of									c
2014_ASt_5_1.ann	types									c
2014_ASt_5_1.ann	of									c
2014_ASt_5_1.ann	qualification	Noun_number	qualifications							c
2014_ASt_5_1.ann	that									c
2014_ASt_5_1.ann	Australian									c
2014_ASt_5_1.ann	men									c
2014_ASt_5_1.ann	and									c
2014_ASt_5_1.ann	women									c
2014_ASt_5_1.ann	received									c
2014_ASt_5_1.ann	after									c
2014_ASt_5_1.ann	their									c
2014_ASt_5_1.ann	graduation									c
2014_ASt_5_1.ann	from									c
2014_ASt_5_1.ann	school									c
2014_ASt_5_1.ann	.									c

2014_ASt_5_1.ann	The									c
2014_ASt_5_1.ann	data									c
2014_ASt_5_1.ann	were									c
2014_ASt_5_1.ann	collected									c
2014_ASt_5_1.ann	in									c
2014_ASt_5_1.ann	1999									c
2014_ASt_5_1.ann	.									c

2014_DAr_31_2.ann	Also									c
2014_DAr_31_2.ann	it									c
2014_DAr_31_2.ann	will									c
2014_DAr_31_2.ann	be									c
2014_DAr_31_2.ann	important									c
2014_DAr_31_2.ann	,	Punctuation								c
2014_DAr_31_2.ann	to									c
2014_DAr_31_2.ann	rise									c
2014_DAr_31_2.ann	prices									c
2014_DAr_31_2.ann	on									c
2014_DAr_31_2.ann	alcoholic									c
2014_DAr_31_2.ann	drinks									c
2014_DAr_31_2.ann	as									c
2014_DAr_31_2.ann	it									c
2014_DAr_31_2.ann	is									c
2014_DAr_31_2.ann	a									c
2014_DAr_31_2.ann	big									c
2014_DAr_31_2.ann	snag									c
2014_DAr_31_2.ann	in									c
2014_DAr_31_2.ann	the									c
2014_DAr_31_2.ann	process									c
2014_DAr_31_2.ann	of									c
2014_DAr_31_2.ann	improving									c
2014_DAr_31_2.ann	public									c
2014_DAr_31_2.ann	health									c
2014_DAr_31_2.ann	.									c

2014_EPa_39_2.ann	Undoubtedly									c
2014_EPa_39_2.ann	,									c
2014_EPa_39_2.ann	the									c
2014_EPa_39_2.ann	growth									c
2014_EPa_39_2.ann	of									c
2014_EPa_39_2.ann	quantity									c
2014_EPa_39_2.ann	of									c
2014_EPa_39_2.ann	sports									c
2014_EPa_39_2.ann	centers									c
2014_EPa_39_2.ann	will									c
2014_EPa_39_2.ann	be									c
2014_EPa_39_2.ann	very									c
2014_EPa_39_2.ann	acceptable									c
2014_EPa_39_2.ann	.									c

2014_EPa_39_2.ann	Anothe	Spelling	Another							i
2014_EPa_39_2.ann	way									c
2014_EPa_39_2.ann	of									c
2014_EPa_39_2.ann	improving									c
2014_EPa_39_2.ann	health									c
2014_EPa_39_2.ann	is									c
2014_EPa_39_2.ann	using									c
2014_EPa_39_2.ann	of									c
2014_EPa_39_2.ann	ecological									c
2014_EPa_39_2.ann	transport									c
2014_EPa_39_2.ann	like									c
2014_EPa_39_2.ann	a									c
2014_EPa_39_2.ann	bicycle									c
2014_EPa_39_2.ann	.									c

2014_AMe_26_2.ann	I									c
2014_AMe_26_2.ann	personaly	Spelling	Personally							i
2014_AMe_26_2.ann	feel									c
2014_AMe_26_2.ann	that									c
2014_AMe_26_2.ann	the									c
2014_AMe_26_2.ann	artist									c
2014_AMe_26_2.ann	must									c
2014_AMe_26_2.ann	have									c
2014_AMe_26_2.ann	a	Articles	freedom							i
2014_AMe_26_2.ann	freedom	Articles	freedom							c
2014_AMe_26_2.ann	,									c
2014_AMe_26_2.ann	because									c
2014_AMe_26_2.ann	the	Articles	creative people							i
2014_AMe_26_2.ann	creative	Articles	creative people							c
2014_AMe_26_2.ann	people	Articles	creative people							c
2014_AMe_26_2.ann	have									c
2014_AMe_26_2.ann	another	Determiners	their own							i
2014_AMe_26_2.ann	poin	Spelling	point							i
2014_AMe_26_2.ann	of									c
2014_AMe_26_2.ann	view									c
2014_AMe_26_2.ann	and									c
2014_AMe_26_2.ann	this									c
2014_AMe_26_2.ann	point									c
2014_AMe_26_2.ann	can									c
2014_AMe_26_2.ann	help									c
2014_AMe_26_2.ann	to									c
2014_AMe_26_2.ann	understand									c
2014_AMe_26_2.ann	something									c
2014_AMe_26_2.ann	,	Relative_clause	that							i
2014_AMe_26_2.ann	that	Relative_clause	that							c
2014_AMe_26_2.ann	is									c
2014_AMe_26_2.ann	important									c
2014_AMe_26_2.ann	things	Redundant_comp								c
2014_AMe_26_2.ann	in									c
2014_AMe_26_2.ann	our									c
2014_AMe_26_2.ann	live	Spelling	life							i
2014_AMe_26_2.ann	.									c

2014_AMe_6_1.ann	The									c
2014_AMe_6_1.ann	majority									c
2014_AMe_6_1.ann	of									c
2014_AMe_6_1.ann	women									c
2014_AMe_6_1.ann	who									c
2014_AMe_6_1.ann	held									c
2014_AMe_6_1.ann	the									c
2014_AMe_6_1.ann	post	Spelling	post-school							c
2014_AMe_6_1.ann	school	Spelling	post-school							i
2014_AMe_6_1.ann	qualification									c
2014_AMe_6_1.ann	got									c
2014_AMe_6_1.ann	under	Articles	an undergraduate	Spelling	an undergraduate					i
2014_AMe_6_1.ann	-	Articles	an undergraduate	Spelling	an undergraduate					i
2014_AMe_6_1.ann	graduate	Articles	an undergraduate	Spelling	an undergraduate					i
2014_AMe_6_1.ann	diploma									c
2014_AMe_6_1.ann	and	Punctuation	, and							i
2014_AMe_6_1.ann	the									c
2014_AMe_6_1.ann	percentage									c
2014_AMe_6_1.ann	is	Tense_choice	was							i
2014_AMe_6_1.ann	70									c
2014_AMe_6_1.ann	%									c
2014_AMe_6_1.ann	.									c

2014_EPa_71_1.ann	As	lex_item_choice	Concerning							i
2014_EPa_71_1.ann	the									c
2014_EPa_71_1.ann	predictions									c
2014_EPa_71_1.ann	for									c
2014_EPa_71_1.ann	2050									c
2014_EPa_71_1.ann	,									c
2014_EPa_71_1.ann	the									c
2014_EPa_71_1.ann	percentage									c
2014_EPa_71_1.ann	of									c
2014_EPa_71_1.ann	15									c
2014_EPa_71_1.ann	-									c
2014_EPa_71_1.ann	59									c
2014_EPa_71_1.ann	years	lex_part_choice	years old people							i
2014_EPa_71_1.ann	-	lex_part_choice	years old people							i
2014_EPa_71_1.ann	people	lex_part_choice	years old people							c
2014_EPa_71_1.ann	will									c
2014_EPa_71_1.ann	increase									c
2014_EPa_71_1.ann	by									c
2014_EPa_71_1.ann	more									c
2014_EPa_71_1.ann	than									c
2014_EPa_71_1.ann	10									c
2014_EPa_71_1.ann	points									c
2014_EPa_71_1.ann	.									c

2014_ASt_19_2.ann	To									c
2014_ASt_19_2.ann	summarize									c
2014_ASt_19_2.ann	,									c
2014_ASt_19_2.ann	there									c
2014_ASt_19_2.ann	are									c
2014_ASt_19_2.ann	different									c
2014_ASt_19_2.ann	views									c
2014_ASt_19_2.ann	about									c
2014_ASt_19_2.ann	how									c
2014_ASt_19_2.ann	students									c
2014_ASt_19_2.ann	should									c
2014_ASt_19_2.ann	be									c
2014_ASt_19_2.ann	accepted									c
2014_ASt_19_2.ann	to									c
2014_ASt_19_2.ann	Universities	Capitalisation	universities							i
2014_ASt_19_2.ann	.									c

2014_AAl_32_1.ann	Nowadays									c
2014_AAl_32_1.ann	,									c
2014_AAl_32_1.ann	the									c
2014_AAl_32_1.ann	eldest	Category_confusion	oldest							i
2014_AAl_32_1.ann	country									c
2014_AAl_32_1.ann	is									c
2014_AAl_32_1.ann	Sweden									c
2014_AAl_32_1.ann	.									c

2014_EZa_6_2.ann	Happiness									c
2014_EZa_6_2.ann	is									c
2014_EZa_6_2.ann	the									c
2014_EZa_6_2.ann	concept									c
2014_EZa_6_2.ann	which									c
2014_EZa_6_2.ann	just									c
2014_EZa_6_2.ann	goes									c
2014_EZa_6_2.ann	out									c
2014_EZa_6_2.ann	of									c
2014_EZa_6_2.ann	an									c
2014_EZa_6_2.ann	rationality									c
2014_EZa_6_2.ann	so									c
2014_EZa_6_2.ann	that									c
2014_EZa_6_2.ann	's									c
2014_EZa_6_2.ann	why									c
2014_EZa_6_2.ann	we									c
2014_EZa_6_2.ann	can									c
2014_EZa_6_2.ann	not									c
2014_EZa_6_2.ann	put									c
2014_EZa_6_2.ann	the									c
2014_EZa_6_2.ann	feeling									c
2014_EZa_6_2.ann	of									c
2014_EZa_6_2.ann	being									c
2014_EZa_6_2.ann	happy									c
2014_EZa_6_2.ann	in									c
2014_EZa_6_2.ann	words									c
2014_EZa_6_2.ann	.									c

2014_MBi_14_1.ann	For									c
2014_MBi_14_1.ann	example									c
2014_MBi_14_1.ann	,									c
2014_MBi_14_1.ann	the									c
2014_MBi_14_1.ann	percentage									c
2014_MBi_14_1.ann	of									c
2014_MBi_14_1.ann	them									c
2014_MBi_14_1.ann	in									c
2014_MBi_14_1.ann	Sweden									c
2014_MBi_14_1.ann	rose									c
2014_MBi_14_1.ann	fivefold									c
2014_MBi_14_1.ann	from									c
2014_MBi_14_1.ann	at									c
2014_MBi_14_1.ann	about									c
2014_MBi_14_1.ann	7									c
2014_MBi_14_1.ann	%									c
2014_MBi_14_1.ann	in									c
2014_MBi_14_1.ann	1940									c
2014_MBi_14_1.ann	to									c
2014_MBi_14_1.ann	nearly									c
2014_MBi_14_1.ann	25									c
2014_MBi_14_1.ann	%									c
2014_MBi_14_1.ann	in									c
2014_MBi_14_1.ann	2040									c
2014_MBi_14_1.ann	.									c

2014_MBi_14_1.ann	In									c
2014_MBi_14_1.ann	contrast									c
2014_MBi_14_1.ann	,									c
2014_MBi_14_1.ann	the									c
2014_MBi_14_1.ann	proportion									c
2014_MBi_14_1.ann	of									c
2014_MBi_14_1.ann	people									c
2014_MBi_14_1.ann	aged									c
2014_MBi_14_1.ann	65									c
2014_MBi_14_1.ann	and									c
2014_MBi_14_1.ann	over									c
2014_MBi_14_1.ann	in									c
2014_MBi_14_1.ann	Japan									c
2014_MBi_14_1.ann	had									c
2014_MBi_14_1.ann	been									c
2014_MBi_14_1.ann	diclining	Spelling	declining							i
2014_MBi_14_1.ann	between									c
2014_MBi_14_1.ann	1940									c
2014_MBi_14_1.ann	and									c
2014_MBi_14_1.ann	1960									c
2014_MBi_14_1.ann	,									c
2014_MBi_14_1.ann	and									c
2014_MBi_14_1.ann	remained									c
2014_MBi_14_1.ann	unchanged									c
2014_MBi_14_1.ann	during									c
2014_MBi_14_1.ann	next									c
2014_MBi_14_1.ann	25									c
2014_MBi_14_1.ann	years									c
2014_MBi_14_1.ann	,									c
2014_MBi_14_1.ann	but									c
2014_MBi_14_1.ann	then									c
2014_MBi_14_1.ann	started									c
2014_MBi_14_1.ann	to									c
2014_MBi_14_1.ann	rise									c
2014_MBi_14_1.ann	and									c
2014_MBi_14_1.ann	was									c
2014_MBi_14_1.ann	at									c
2014_MBi_14_1.ann	about									c
2014_MBi_14_1.ann	27									c
2014_MBi_14_1.ann	%									c
2014_MBi_14_1.ann	in									c
2014_MBi_14_1.ann	2040									c
2014_MBi_14_1.ann	,									c
2014_MBi_14_1.ann	which									c
2014_MBi_14_1.ann	was									c
2014_MBi_14_1.ann	the									c
2014_MBi_14_1.ann	highest									c
2014_MBi_14_1.ann	percentage									c
2014_MBi_14_1.ann	among									c
2014_MBi_14_1.ann	the									c
2014_MBi_14_1.ann	other									c
2014_MBi_14_1.ann	countries									c
2014_MBi_14_1.ann	.									c

2014_AMe_30_1.ann	The									c
2014_AMe_30_1.ann	women									c
2014_AMe_30_1.ann	,									c
2014_AMe_30_1.ann	in									c
2014_AMe_30_1.ann	majority	Articles	the majority							c
2014_AMe_30_1.ann	,									c
2014_AMe_30_1.ann	chose									c
2014_AMe_30_1.ann	qualification	Articles	the qualification	lex_part_choice	the undergraduate diploma qualification					c
2014_AMe_30_1.ann	in	lex_part_choice	the undergraduate diploma qualification							c
2014_AMe_30_1.ann	undergraduate	Articles	an undergraduate diploma	lex_part_choice	the undergraduate diploma qualification					c
2014_AMe_30_1.ann	diplome	Spelling	diploma	Articles	an undergraduate diploma	lex_part_choice	the undergraduate diploma qualification			i
2014_AMe_30_1.ann	.									c

2014_AMe_30_1.ann	In									c
2014_AMe_30_1.ann	addition									c
2014_AMe_30_1.ann	,									c
2014_AMe_30_1.ann	a									c
2014_AMe_30_1.ann	lot									c
2014_AMe_30_1.ann	of									c
2014_AMe_30_1.ann	females									c
2014_AMe_30_1.ann	decided	Verb_pattern	decided to choose							c
2014_AMe_30_1.ann	choose	Verb_pattern	decided to choose							c
2014_AMe_30_1.ann	the									c
2014_AMe_30_1.ann	qualification									c
2014_AMe_30_1.ann	about	Prepositions	of							c
2014_AMe_30_1.ann	Bachelor	Articles	a Bachelor's degree							c
2014_AMe_30_1.ann	's	Articles	a Bachelor's degree							c
2014_AMe_30_1.ann	degree	Articles	a Bachelor's degree							c
2014_AMe_30_1.ann	.									c

2014_EZa_15_1.ann	A									c
2014_EZa_15_1.ann	holistic									c
2014_EZa_15_1.ann	view									c
2014_EZa_15_1.ann	at									c
2014_EZa_15_1.ann	the									c
2014_EZa_15_1.ann	data									c
2014_EZa_15_1.ann	provides									c
2014_EZa_15_1.ann	with									c
2014_EZa_15_1.ann	information									c
2014_EZa_15_1.ann	that									c
2014_EZa_15_1.ann	in									c
2014_EZa_15_1.ann	winter									c
2014_EZa_15_1.ann	daily									c
2014_EZa_15_1.ann	demand									c
2014_EZa_15_1.ann	for									c
2014_EZa_15_1.ann	electricity									c
2014_EZa_15_1.ann	is									c
2014_EZa_15_1.ann	much									c
2014_EZa_15_1.ann	higher									c
2014_EZa_15_1.ann	than									c
2014_EZa_15_1.ann	that									c
2014_EZa_15_1.ann	in									c
2014_EZa_15_1.ann	summer									c
2014_EZa_15_1.ann	.									c

2014_AAl_17_2.ann	From									c
2014_AAl_17_2.ann	my									c
2014_AAl_17_2.ann	point									c
2014_AAl_17_2.ann	of									c
2014_AAl_17_2.ann	view									c
2014_AAl_17_2.ann	,									c
2014_AAl_17_2.ann	the									c
2014_AAl_17_2.ann	main									c
2014_AAl_17_2.ann	criteria									c
2014_AAl_17_2.ann	for									c
2014_AAl_17_2.ann	university									c
2014_AAl_17_2.ann	to	Linking_device	whether to accept a person							i
2014_AAl_17_2.ann	accept	Linking_device	whether to accept a person							c
2014_AAl_17_2.ann	person	Linking_device	whether to accept a person	Articles	a person					i
2014_AAl_17_2.ann	is									c
2014_AAl_17_2.ann	an									c
2014_AAl_17_2.ann	independant	Spelling	independent							i
2014_AAl_17_2.ann	exam									c
2014_AAl_17_2.ann	which									c
2014_AAl_17_2.ann	shows									c
2014_AAl_17_2.ann	the									c
2014_AAl_17_2.ann	level									c
2014_AAl_17_2.ann	of									c
2014_AAl_17_2.ann	knowledge									c
2014_AAl_17_2.ann	and									c
2014_AAl_17_2.ann	some									c
2014_AAl_17_2.ann	skills									c
2014_AAl_17_2.ann	which									c
2014_AAl_17_2.ann	are									c
2014_AAl_17_2.ann	necessary									c
2014_AAl_17_2.ann	for									c
2014_AAl_17_2.ann	this									c
2014_AAl_17_2.ann	kind									c
2014_AAl_17_2.ann	of									c
2014_AAl_17_2.ann	profession									c
2014_AAl_17_2.ann	.									c

2014_EPa_74_2.ann	Government	Articles	The government							i
2014_EPa_74_2.ann	allocates									c
2014_EPa_74_2.ann	significant									c
2014_EPa_74_2.ann	sums									c
2014_EPa_74_2.ann	on									c
2014_EPa_74_2.ann	building									c
2014_EPa_74_2.ann	new									c
2014_EPa_74_2.ann	football									c
2014_EPa_74_2.ann	field	Noun_number	fields							i
2014_EPa_74_2.ann	,									c
2014_EPa_74_2.ann	basketball									c
2014_EPa_74_2.ann	boxes									c
2014_EPa_74_2.ann	and									c
2014_EPa_74_2.ann	another	Ref_device	other							i
2014_EPa_74_2.ann	places									c
2014_EPa_74_2.ann	to									c
2014_EPa_74_2.ann	spend									c
2014_EPa_74_2.ann	time									c
2014_EPa_74_2.ann	efficiently									c
2014_EPa_74_2.ann	with									c
2014_EPa_74_2.ann	benefit	Articles	a benefit							i
2014_EPa_74_2.ann	to									c
2014_EPa_74_2.ann	health									c
2014_EPa_74_2.ann	.									c

2014_EEm_17_1.ann	To									c
2014_EEm_17_1.ann	sum									c
2014_EEm_17_1.ann	up									c
2014_EEm_17_1.ann	,									c
2014_EEm_17_1.ann	the	Word_order	the percentage of people aged 65 and over							c
2014_EEm_17_1.ann	percentage	Word_order	the percentage of people aged 65 and over							c
2014_EEm_17_1.ann	of	Word_order	the percentage of people aged 65 and over							c
2014_EEm_17_1.ann	65	Word_order	the percentage of people aged 65 and over							i
2014_EEm_17_1.ann	and	Word_order	the percentage of people aged 65 and over							i
2014_EEm_17_1.ann	over	Word_order	the percentage of people aged 65 and over							i
2014_EEm_17_1.ann	aged	Word_order	the percentage of people aged 65 and over							i
2014_EEm_17_1.ann	people	Word_order	the percentage of people aged 65 and over							c
2014_EEm_17_1.ann	have									i
2014_EEm_17_1.ann	been									c
2014_EEm_17_1.ann	raising	lex_item_choice	rising							i
2014_EEm_17_1.ann	since									c
2014_EEm_17_1.ann	1940									c
2014_EEm_17_1.ann	and									c
2014_EEm_17_1.ann	is									c
2014_EEm_17_1.ann	likely									c
2014_EEm_17_1.ann	to									c
2014_EEm_17_1.ann	raise	lex_item_choice	rise							i
2014_EEm_17_1.ann	to	Prepositions	by							c
2014_EEm_17_1.ann	2040									c
2014_EEm_17_1.ann	in									c
2014_EEm_17_1.ann	Japan									c
2014_EEm_17_1.ann	,									c
2014_EEm_17_1.ann	Sweden									c
2014_EEm_17_1.ann	and									c
2014_EEm_17_1.ann	USA	Articles	the USA							i
2014_EEm_17_1.ann	.									c

2014_MTsy_13_1.ann	The									c
2014_MTsy_13_1.ann	charts									c
2014_MTsy_13_1.ann	provide									c
2014_MTsy_13_1.ann	information									c
2014_MTsy_13_1.ann	about									c
2014_MTsy_13_1.ann	the									c
2014_MTsy_13_1.ann	different									c
2014_MTsy_13_1.ann	ages									c
2014_MTsy_13_1.ann	of									c
2014_MTsy_13_1.ann	the									c
2014_MTsy_13_1.ann	populations									c
2014_MTsy_13_1.ann	of									c
2014_MTsy_13_1.ann	Yemen									c
2014_MTsy_13_1.ann	and									c
2014_MTsy_13_1.ann	Italy									c
2014_MTsy_13_1.ann	in									c
2014_MTsy_13_1.ann	2000									c
2014_MTsy_13_1.ann	and									c
2014_MTsy_13_1.ann	2050									c
2014_MTsy_13_1.ann	.									c

2014_EZa_69_2.ann	Thus									c
2014_EZa_69_2.ann	,									c
2014_EZa_69_2.ann	there									c
2014_EZa_69_2.ann	is									c
2014_EZa_69_2.ann	as									c
2014_EZa_69_2.ann	clear									c
2014_EZa_69_2.ann	danger									c
2014_EZa_69_2.ann	for									c
2014_EZa_69_2.ann	political									c
2014_EZa_69_2.ann	stability									c
2014_EZa_69_2.ann	of									c
2014_EZa_69_2.ann	a									c
2014_EZa_69_2.ann	country									c
2014_EZa_69_2.ann	if									c
2014_EZa_69_2.ann	the									c
2014_EZa_69_2.ann	idea									c
2014_EZa_69_2.ann	of									c
2014_EZa_69_2.ann	some									c
2014_EZa_69_2.ann	soirt	Spelling	sort							i
2014_EZa_69_2.ann	of									c
2014_EZa_69_2.ann	revolution									c
2014_EZa_69_2.ann	sporeads	Spelling	spreads							i
2014_EZa_69_2.ann	via									c
2014_EZa_69_2.ann	publicly									c
2014_EZa_69_2.ann	acesible	Spelling	accessible							i
2014_EZa_69_2.ann	objects									c
2014_EZa_69_2.ann	like									c
2014_EZa_69_2.ann	pictures									c
2014_EZa_69_2.ann	,									c
2014_EZa_69_2.ann	music									c
2014_EZa_69_2.ann	or									c
2014_EZa_69_2.ann	films									c
2014_EZa_69_2.ann	.									c

2014_EZa_69_2.ann	However									c
2014_EZa_69_2.ann	,									c
2014_EZa_69_2.ann	this									c
2014_EZa_69_2.ann	process									c
2014_EZa_69_2.ann	may									c
2014_EZa_69_2.ann	erase									c
2014_EZa_69_2.ann	some									c
2014_EZa_69_2.ann	very									c
2014_EZa_69_2.ann	important									c
2014_EZa_69_2.ann	details									c
2014_EZa_69_2.ann	for									c
2014_EZa_69_2.ann	future									c
2014_EZa_69_2.ann	history									c
2014_EZa_69_2.ann	,									c
2014_EZa_69_2.ann	so									c
2014_EZa_69_2.ann	an									c
2014_EZa_69_2.ann	option									c
2014_EZa_69_2.ann	to									c
2014_EZa_69_2.ann	save									c
2014_EZa_69_2.ann	a									c
2014_EZa_69_2.ann	copy									c
2014_EZa_69_2.ann	of									c
2014_EZa_69_2.ann	uncensored									c
2014_EZa_69_2.ann	version									c
2014_EZa_69_2.ann	for									c
2014_EZa_69_2.ann	private									c
2014_EZa_69_2.ann	viewing									c
2014_EZa_69_2.ann	only									c
2014_EZa_69_2.ann	is									c
2014_EZa_69_2.ann	a									c
2014_EZa_69_2.ann	good									c
2014_EZa_69_2.ann	solution									c
2014_EZa_69_2.ann	.									c

2014_EZa_69_2.ann	Any									c
2014_EZa_69_2.ann	freedoom	Spelling	freedom							i
2014_EZa_69_2.ann	leads									c
2014_EZa_69_2.ann	to									c
2014_EZa_69_2.ann	the									c
2014_EZa_69_2.ann	problems									c
2014_EZa_69_2.ann	to									c
2014_EZa_69_2.ann	be									c
2014_EZa_69_2.ann	appeared									c
2014_EZa_69_2.ann	sooner									c
2014_EZa_69_2.ann	or									c
2014_EZa_69_2.ann	later									c
2014_EZa_69_2.ann	.									c

2014_AMe_29_1.ann	In									c
2014_AMe_29_1.ann	the									c
2014_AMe_29_1.ann	second									c
2014_AMe_29_1.ann	place									c
2014_AMe_29_1.ann	there									c
2014_AMe_29_1.ann	is									c
2014_AMe_29_1.ann	the									c
2014_AMe_29_1.ann	postgraduate									c
2014_AMe_29_1.ann	diploma									c
2014_AMe_29_1.ann	.									c

2014_EPa_40_2.ann	To									c
2014_EPa_40_2.ann	my									c
2014_EPa_40_2.ann	mind									c
2014_EPa_40_2.ann	,									c
2014_EPa_40_2.ann	Pharmacy	Capitalisation	pharmacy							i
2014_EPa_40_2.ann	and									c
2014_EPa_40_2.ann	free									c
2014_EPa_40_2.ann	medicine									c
2014_EPa_40_2.ann	can									c
2014_EPa_40_2.ann	improve									c
2014_EPa_40_2.ann	public									c
2014_EPa_40_2.ann	health									c
2014_EPa_40_2.ann	in									c
2014_EPa_40_2.ann	better									c
2014_EPa_40_2.ann	way	Noun_number	ways							i
2014_EPa_40_2.ann	than									c
2014_EPa_40_2.ann	sports									c
2014_EPa_40_2.ann	.									c

2014_EPa_40_2.ann	For									c
2014_EPa_40_2.ann	example									c
2014_EPa_40_2.ann	,									c
2014_EPa_40_2.ann	sport									c
2014_EPa_40_2.ann	look	Agreement_errors	looks							i
2014_EPa_40_2.ann	more									c
2014_EPa_40_2.ann	natural									c
2014_EPa_40_2.ann	than									c
2014_EPa_40_2.ann	pharmacy									c
2014_EPa_40_2.ann	.									c

2014_EPa_40_2.ann	At									c
2014_EPa_40_2.ann	the									c
2014_EPa_40_2.ann	same									c
2014_EPa_40_2.ann	time									c
2014_EPa_40_2.ann	,									c
2014_EPa_40_2.ann	the									c
2014_EPa_40_2.ann	main									c
2014_EPa_40_2.ann	drowback	Spelling	drawback							i
2014_EPa_40_2.ann	of									c
2014_EPa_40_2.ann	using									c
2014_EPa_40_2.ann	pharmacy									c
2014_EPa_40_2.ann	to									c
2014_EPa_40_2.ann	improve									c
2014_EPa_40_2.ann	your									c
2014_EPa_40_2.ann	health									c
2014_EPa_40_2.ann	is									c
2014_EPa_40_2.ann	that									c
2014_EPa_40_2.ann	you									c
2014_EPa_40_2.ann	may									c
2014_EPa_40_2.ann	damage									c
2014_EPa_40_2.ann	one									c
